Cycle_ID,y_true,y_pred,error,abs_error
1,76.0,66.2410419312169,-9.758958068783102,9.758958068783102
2,39.0,45.10241230158731,6.102412301587307,6.102412301587307
3,35.0,44.34916150793651,9.349161507936508,9.349161507936508
4,41.0,39.77205238095239,-1.2279476190476117,1.2279476190476117
5,82.0,69.67436587301584,-12.325634126984156,12.325634126984156
6,70.0,73.39518174603167,3.3951817460316676,3.3951817460316676
7,78.1,71.80657658730159,-6.293423412698402,6.293423412698402
8,40.0,42.00612499999998,2.006124999999983,2.006124999999983
9,55.1,54.45161587301587,-0.6483841269841335,0.6483841269841335
10,50.0,54.023642857142825,4.023642857142825,4.023642857142825
11,41.0,42.986767195767186,1.986767195767186,1.986767195767186
12,60.0,50.94517552910049,-9.054824470899511,9.054824470899511
13,46.1,45.187643253968226,-0.9123567460317759,0.9123567460317759
14,49.0,63.52379232804229,14.52379232804229,14.52379232804229
15,49.0,51.366614947089914,2.3666149470899143,2.3666149470899143
16,56.0,48.57452896825395,-7.425471031746049,7.425471031746049
17,43.0,53.21757407407406,10.217574074074058,10.217574074074058
18,38.9,43.11572698412697,4.215726984126974,4.215726984126974
19,47.0,40.01309589947091,-6.986904100529088,6.986904100529088
20,49.0,50.93331663059162,1.9333166305916194,1.9333166305916194
21,45.0,45.907462301587316,0.9074623015873158,0.9074623015873158
22,38.0,39.45920039682542,1.4592003968254232,1.4592003968254232
23,63.0,44.6212734126984,-18.3787265873016,18.3787265873016
24,64.0,56.377694841269815,-7.622305158730185,7.622305158730185
