Date,Year,Month,SN,SN_clean,StdDev,Observations,Provisional
1808-08-01,1808,8,13.3,13.3,-1.0,-1,1
1808-09-01,1808,9,19.5,19.5,-1.0,-1,1
1808-10-01,1808,10,7.8,7.8,-1.0,-1,1
1808-11-01,1808,11,17.5,17.5,-1.0,-1,1
1808-12-01,1808,12,20.5,20.5,-1.0,-1,1
1809-01-01,1809,1,12.0,12.0,-1.0,-1,1
1809-02-01,1809,2,15.3,15.3,-1.0,-1,1
1809-03-01,1809,3,1.5,1.5,-1.0,-1,1
1809-04-01,1809,4,4.2,4.2,-1.0,-1,1
1809-05-01,1809,5,3.3,3.3,-1.0,-1,1
1809-06-01,1809,6,12.8,12.8,-1.0,-1,1
1809-07-01,1809,7,0.5,0.5,-1.0,-1,1
1809-08-01,1809,8,0.3,0.3,-1.0,-1,1
1809-09-01,1809,9,0.7,0.7,-1.0,-1,1
1809-10-01,1809,10,0.0,0.0,-1.0,-1,1
1809-11-01,1809,11,0.0,0.0,-1.0,-1,1
1809-12-01,1809,12,0.0,0.0,-1.0,-1,1
1810-01-01,1810,1,0.0,0.0,-1.0,-1,1
1810-02-01,1810,2,0.0,0.0,-1.0,-1,1
1810-03-01,1810,3,0.0,0.0,-1.0,-1,1
1810-04-01,1810,4,0.0,0.0,-1.0,-1,1
1810-05-01,1810,5,0.0,0.0,-1.0,-1,1
1810-06-01,1810,6,0.0,0.0,-1.0,-1,1
1810-07-01,1810,7,0.0,0.0,-1.0,-1,1
1810-08-01,1810,8,0.0,0.0,-1.0,-1,1
1810-09-01,1810,9,0.0,0.0,-1.0,-1,1
1810-10-01,1810,10,0.0,0.0,-1.0,-1,1
1810-11-01,1810,11,0.0,0.0,-1.0,-1,1
1810-12-01,1810,12,0.0,0.0,-1.0,-1,1
1811-01-01,1811,1,0.0,0.0,-1.0,-1,1
1811-02-01,1811,2,0.0,0.0,-1.0,-1,1
1811-03-01,1811,3,0.0,0.0,-1.0,-1,1
1811-04-01,1811,4,0.0,0.0,-1.0,-1,1
1811-05-01,1811,5,0.0,0.0,-1.0,-1,1
1811-06-01,1811,6,0.0,0.0,-1.0,-1,1
1811-07-01,1811,7,11.0,11.0,-1.0,-1,1
1811-08-01,1811,8,0.0,0.0,-1.0,-1,1
1811-09-01,1811,9,4.0,4.0,-1.0,-1,1
1811-10-01,1811,10,10.2,10.2,-1.0,-1,1
1811-11-01,1811,11,1.3,1.3,-1.0,-1,1
1811-12-01,1811,12,1.8,1.8,-1.0,-1,1
1812-01-01,1812,1,18.8,18.8,-1.0,-1,1
1812-02-01,1812,2,3.2,3.2,-1.0,-1,1
1812-03-01,1812,3,1.2,1.2,-1.0,-1,1
1812-04-01,1812,4,0.0,0.0,-1.0,-1,1
1812-05-01,1812,5,1.7,1.7,-1.0,-1,1
1812-06-01,1812,6,2.2,2.2,-1.0,-1,1
1812-07-01,1812,7,0.8,0.8,-1.0,-1,1
1812-08-01,1812,8,26.0,26.0,-1.0,-1,1
1812-09-01,1812,9,8.7,8.7,-1.0,-1,1
1812-10-01,1812,10,6.5,6.5,-1.0,-1,1
1812-11-01,1812,11,13.2,13.2,-1.0,-1,1
1812-12-01,1812,12,16.8,16.8,-1.0,-1,1
1813-01-01,1813,1,0.0,0.0,-1.0,-1,1
1813-02-01,1813,2,17.2,17.2,-1.0,-1,1
1813-03-01,1813,3,3.2,3.2,-1.0,-1,1
1813-04-01,1813,4,27.7,27.7,-1.0,-1,1
1813-05-01,1813,5,9.2,9.2,-1.0,-1,1
1813-06-01,1813,6,18.7,18.7,-1.0,-1,1
1813-07-01,1813,7,30.5,30.5,-1.0,-1,1
1813-08-01,1813,8,14.0,14.0,-1.0,-1,1
1813-09-01,1813,9,25.5,25.5,-1.0,-1,1
1813-10-01,1813,10,46.3,46.3,-1.0,-1,1
1813-11-01,1813,11,27.8,27.8,-1.0,-1,1
1813-12-01,1813,12,23.8,23.8,-1.0,-1,1
1814-01-01,1814,1,37.0,37.0,-1.0,-1,1
1814-02-01,1814,2,20.0,20.0,-1.0,-1,1
1814-03-01,1814,3,9.5,9.5,-1.0,-1,1
1814-04-01,1814,4,39.7,39.7,-1.0,-1,1
1814-05-01,1814,5,9.7,9.7,-1.0,-1,1
1814-06-01,1814,6,24.8,24.8,-1.0,-1,1
1814-07-01,1814,7,30.8,30.8,-1.0,-1,1
1814-08-01,1814,8,3.8,3.8,-1.0,-1,1
1814-09-01,1814,9,13.5,13.5,-1.0,-1,1
1814-10-01,1814,10,32.2,32.2,-1.0,-1,1
1814-11-01,1814,11,24.2,24.2,-1.0,-1,1
1814-12-01,1814,12,33.5,33.5,-1.0,-1,1
1815-01-01,1815,1,32.0,32.0,-1.0,-1,1
1815-02-01,1815,2,53.7,53.7,-1.0,-1,1
1815-03-01,1815,3,43.7,43.7,-1.0,-1,1
1815-04-01,1815,4,52.7,52.7,-1.0,-1,1
1815-05-01,1815,5,16.3,16.3,-1.0,-1,1
1815-06-01,1815,6,93.2,93.2,-1.0,-1,1
1815-07-01,1815,7,59.2,59.2,-1.0,-1,1
1815-08-01,1815,8,78.7,78.7,-1.0,-1,1
1815-09-01,1815,9,52.5,52.5,-1.0,-1,1
1815-10-01,1815,10,55.8,55.8,-1.0,-1,1
1815-11-01,1815,11,62.0,62.0,-1.0,-1,1
1815-12-01,1815,12,108.3,108.3,-1.0,-1,1
1816-01-01,1816,1,43.8,43.8,-1.0,-1,1
1816-02-01,1816,2,114.7,114.7,-1.0,-1,1
1816-03-01,1816,3,122.8,122.8,-1.0,-1,1
1816-04-01,1816,4,98.0,98.0,-1.0,-1,1
1816-05-01,1816,5,73.8,73.8,-1.0,-1,1
1816-06-01,1816,6,72.7,72.7,-1.0,-1,1
1816-07-01,1816,7,64.7,64.7,-1.0,-1,1
1816-08-01,1816,8,38.7,38.7,-1.0,-1,1
1816-09-01,1816,9,79.7,79.7,-1.0,-1,1
1816-10-01,1816,10,94.0,94.0,-1.0,-1,1
1816-11-01,1816,11,63.5,63.5,-1.0,-1,1
1816-12-01,1816,12,49.8,49.8,-1.0,-1,1
1817-01-01,1817,1,60.7,60.7,-1.0,-1,1
1817-02-01,1817,2,96.5,96.5,-1.0,-1,1
1817-03-01,1817,3,160.3,160.3,-1.0,-1,1
1817-04-01,1817,4,44.0,44.0,-1.0,-1,1
1817-05-01,1817,5,35.3,35.3,-1.0,-1,1
1817-06-01,1817,6,66.7,66.7,-1.0,-1,1
1817-07-01,1817,7,83.3,83.3,-1.0,-1,1
1817-08-01,1817,8,75.0,75.0,-1.0,-1,1
1817-09-01,1817,9,61.2,61.2,-1.0,-1,1
1817-10-01,1817,10,42.7,42.7,-1.0,-1,1
1817-11-01,1817,11,48.2,48.2,-1.0,-1,1
1817-12-01,1817,12,47.3,47.3,-1.0,-1,1
1818-01-01,1818,1,58.1,58.1,9.7,8,1
1818-02-01,1818,2,37.4,37.4,7.8,14,1
1818-03-01,1818,3,42.4,42.4,8.3,14,1
1818-04-01,1818,4,57.5,57.5,9.6,21,1
1818-05-01,1818,5,88.5,88.5,11.9,25,1
1818-06-01,1818,6,60.8,60.8,9.9,25,1
1818-07-01,1818,7,46.8,46.8,8.7,21,1
1818-08-01,1818,8,52.6,52.6,9.2,20,1
1818-09-01,1818,9,43.4,43.4,8.3,18,1
1818-10-01,1818,10,52.8,52.8,9.2,22,1
1818-11-01,1818,11,18.3,18.3,5.5,12,1
1818-12-01,1818,12,43.0,43.0,8.4,13,1
1819-01-01,1819,1,54.7,54.7,9.4,12,1
1819-02-01,1819,2,34.6,34.6,7.5,10,1
1819-03-01,1819,3,6.3,6.3,3.6,23,1
1819-04-01,1819,4,33.7,33.7,7.4,23,1
1819-05-01,1819,5,32.6,32.6,7.3,31,1
1819-06-01,1819,6,58.3,58.3,9.7,23,1
1819-07-01,1819,7,52.5,52.5,9.2,15,1
1819-08-01,1819,8,43.5,43.5,8.4,24,1
1819-09-01,1819,9,24.8,24.8,6.4,27,1
1819-10-01,1819,10,45.9,45.9,8.6,22,1
1819-11-01,1819,11,41.8,41.8,8.3,19,1
1819-12-01,1819,12,50.9,50.9,9.1,20,1
1820-01-01,1820,1,32.0,32.0,7.3,19,1
1820-02-01,1820,2,44.4,44.4,8.4,14,1
1820-03-01,1820,3,7.5,7.5,3.9,23,1
1820-04-01,1820,4,32.3,32.3,7.3,19,1
1820-05-01,1820,5,48.9,48.9,8.8,20,1
1820-06-01,1820,6,17.9,17.9,5.6,25,1
1820-07-01,1820,7,34.1,34.1,7.4,7,1
1820-08-01,1820,8,43.1,43.1,8.3,17,1
1820-09-01,1820,9,8.6,8.6,4.0,25,1
1820-10-01,1820,10,14.9,14.9,5.2,26,1
1820-11-01,1820,11,13.2,13.2,4.8,13,1
1820-12-01,1820,12,15.1,15.1,5.2,16,1
1821-01-01,1821,1,36.0,36.0,7.6,8,1
1821-02-01,1821,2,7.0,7.0,3.8,24,1
1821-03-01,1821,3,9.5,9.5,4.2,29,1
1821-04-01,1821,4,15.2,15.2,5.2,18,1
1821-05-01,1821,5,2.8,2.8,2.8,31,1
1821-06-01,1821,6,3.0,3.0,2.9,29,1
1821-07-01,1821,7,4.3,4.3,3.2,24,1
1821-08-01,1821,8,8.0,8.0,3.9,26,1
1821-09-01,1821,9,7.3,7.3,3.9,29,1
1821-10-01,1821,10,31.4,31.4,7.2,28,1
1821-11-01,1821,11,7.3,7.3,3.9,27,1
1821-12-01,1821,12,0.4,0.4,2.1,31,1
1822-01-01,1822,1,0.0,0.0,2.0,31,1
1822-02-01,1822,2,1.5,1.5,2.5,28,1
1822-03-01,1822,3,26.9,26.9,6.6,28,1
1822-04-01,1822,4,21.7,21.7,6.0,26,1
1822-05-01,1822,5,2.4,2.4,2.8,30,1
1822-06-01,1822,6,9.3,9.3,4.2,29,1
1822-07-01,1822,7,13.2,13.2,4.9,29,1
1822-08-01,1822,8,3.4,3.4,3.0,31,1
1822-09-01,1822,9,0.0,0.0,2.0,30,1
1822-10-01,1822,10,0.6,0.6,2.2,31,1
1822-11-01,1822,11,0.0,0.0,2.0,30,1
1822-12-01,1822,12,0.0,0.0,2.0,30,1
1823-01-01,1823,1,0.0,0.0,2.0,31,1
1823-02-01,1823,2,0.0,0.0,2.0,28,1
1823-03-01,1823,3,1.0,1.0,2.3,29,1
1823-04-01,1823,4,0.0,0.0,2.0,30,1
1823-05-01,1823,5,0.0,0.0,2.0,25,1
1823-06-01,1823,6,0.0,0.0,2.0,23,1
1823-07-01,1823,7,0.8,0.8,2.2,24,1
1823-08-01,1823,8,0.0,0.0,2.0,27,1
1823-09-01,1823,9,0.0,0.0,2.0,27,1
1823-10-01,1823,10,0.0,0.0,2.0,20,1
1823-11-01,1823,11,0.0,0.0,2.0,20,1
1823-12-01,1823,12,34.0,34.0,7.4,18,1
1824-01-01,1824,1,36.0,36.0,7.6,3,1
1824-02-01,1824,2,18.0,18.0,4.8,0,1
1824-03-01,1824,3,0.0,0.0,2.0,21,1
1824-04-01,1824,4,32.3,32.3,7.2,8,1
1824-05-01,1824,5,4.6,4.6,3.3,19,1
1824-06-01,1824,6,0.0,0.0,2.0,25,1
1824-07-01,1824,7,0.0,0.0,2.0,21,1
1824-08-01,1824,8,2.3,2.3,2.7,15,1
1824-09-01,1824,9,34.3,34.3,7.5,19,1
1824-10-01,1824,10,42.0,42.0,8.2,25,1
1824-11-01,1824,11,0.0,0.0,2.0,18,1
1824-12-01,1824,12,1.4,1.4,2.4,20,1
1825-01-01,1825,1,8.4,8.4,4.1,29,1
1825-02-01,1825,2,25.9,25.9,6.6,24,1
1825-03-01,1825,3,37.4,37.4,7.8,27,1
1825-04-01,1825,4,6.2,6.2,3.6,25,1
1825-05-01,1825,5,25.8,25.8,6.4,25,1
1825-06-01,1825,6,25.6,25.6,6.5,28,1
1825-07-01,1825,7,51.5,51.5,9.1,30,1
1825-08-01,1825,8,42.8,42.8,8.3,30,1
1825-09-01,1825,9,26.2,26.2,6.6,26,1
1825-10-01,1825,10,26.0,26.0,6.6,25,1
1825-11-01,1825,11,19.6,19.6,5.7,18,1
1825-12-01,1825,12,36.7,36.7,7.7,23,1
1826-01-01,1826,1,29.4,29.4,6.9,21,1
1826-02-01,1826,2,30.2,30.2,7.0,25,1
1826-03-01,1826,3,61.3,61.3,9.9,28,1
1826-04-01,1826,4,40.0,40.0,8.1,27,1
1826-05-01,1826,5,53.9,53.9,9.3,30,1
1826-06-01,1826,6,61.7,61.7,10.0,29,1
1826-07-01,1826,7,87.5,87.5,11.9,30,1
1826-08-01,1826,8,66.0,66.0,10.4,31,1
1826-09-01,1826,9,31.6,31.6,7.2,30,1
1826-10-01,1826,10,84.4,84.4,11.6,28,1
1826-11-01,1826,11,65.8,65.8,10.3,22,1
1826-12-01,1826,12,113.6,113.6,13.5,19,1
1827-01-01,1827,1,57.7,57.7,9.7,23,1
1827-02-01,1827,2,79.0,79.0,11.3,25,1
1827-03-01,1827,3,96.3,96.3,12.4,28,1
1827-04-01,1827,4,76.7,76.7,11.1,27,1
1827-05-01,1827,5,93.8,93.8,12.3,30,1
1827-06-01,1827,6,94.4,94.4,12.3,26,1
1827-07-01,1827,7,70.4,70.4,10.6,31,1
1827-08-01,1827,8,89.4,89.4,12.0,29,1
1827-09-01,1827,9,82.6,82.6,11.5,30,1
1827-10-01,1827,10,93.5,93.5,12.2,27,1
1827-11-01,1827,11,80.4,80.4,11.4,20,1
1827-12-01,1827,12,76.8,76.8,11.1,25,1
1828-01-01,1828,1,88.0,88.0,11.9,18,1
1828-02-01,1828,2,107.3,107.3,13.1,22,1
1828-03-01,1828,3,108.5,108.5,13.2,24,1
1828-04-01,1828,4,101.9,101.9,12.8,29,1
1828-05-01,1828,5,148.6,148.6,15.5,27,1
1828-06-01,1828,6,163.4,163.4,16.2,26,1
1828-07-01,1828,7,90.4,90.4,12.0,31,1
1828-08-01,1828,8,127.3,127.3,14.3,31,1
1828-09-01,1828,9,83.9,83.9,11.6,30,1
1828-10-01,1828,10,91.1,91.1,12.1,26,1
1828-11-01,1828,11,95.0,95.0,12.3,22,1
1828-12-01,1828,12,78.1,78.1,11.2,15,1
1829-01-01,1829,1,71.6,71.6,10.7,14,1
1829-02-01,1829,2,82.3,82.3,11.5,20,1
1829-03-01,1829,3,120.6,120.6,13.9,26,1
1829-04-01,1829,4,158.4,158.4,15.9,29,1
1829-05-01,1829,5,112.3,112.3,13.4,29,1
1829-06-01,1829,6,123.2,123.2,14.1,28,1
1829-07-01,1829,7,151.5,151.5,15.6,28,1
1829-08-01,1829,8,129.3,129.3,14.4,27,1
1829-09-01,1829,9,88.0,88.0,11.9,26,1
1829-10-01,1829,10,95.3,95.3,12.4,23,1
1829-11-01,1829,11,112.7,112.7,13.4,19,1
1829-12-01,1829,12,94.1,94.1,12.3,22,1
1830-01-01,1830,1,87.0,87.0,11.8,17,1
1830-02-01,1830,2,120.1,120.1,13.9,18,1
1830-03-01,1830,3,141.0,141.0,15.1,20,1
1830-04-01,1830,4,177.3,177.3,16.9,26,1
1830-05-01,1830,5,110.5,110.5,13.3,28,1
1830-06-01,1830,6,108.4,108.4,13.2,27,1
1830-07-01,1830,7,73.2,73.2,10.8,26,1
1830-08-01,1830,8,84.6,84.6,11.7,25,1
1830-09-01,1830,9,103.4,103.4,12.9,24,1
1830-10-01,1830,10,140.6,140.6,15.0,25,1
1830-11-01,1830,11,135.4,135.4,14.7,19,1
1830-12-01,1830,12,136.8,136.8,14.8,13,1
1831-01-01,1831,1,79.0,79.0,11.3,22,1
1831-02-01,1831,2,83.6,83.6,11.6,21,1
1831-03-01,1831,3,155.8,155.8,15.8,25,1
1831-04-01,1831,4,90.9,90.9,12.1,27,1
1831-05-01,1831,5,63.4,63.4,10.1,31,1
1831-06-01,1831,6,55.6,55.6,9.4,27,1
1831-07-01,1831,7,75.4,75.4,11.0,29,1
1831-08-01,1831,8,91.6,91.6,12.1,28,1
1831-09-01,1831,9,63.2,63.2,10.1,22,1
1831-10-01,1831,10,77.1,77.1,11.1,23,1
1831-11-01,1831,11,72.5,72.5,10.8,15,1
1831-12-01,1831,12,48.3,48.3,8.8,15,1
1832-01-01,1832,1,51.5,51.5,9.1,11,1
1832-02-01,1832,2,92.6,92.6,12.2,23,1
1832-03-01,1832,3,91.9,91.9,12.1,21,1
1832-04-01,1832,4,44.8,44.8,8.5,27,1
1832-05-01,1832,5,68.9,68.9,10.5,28,1
1832-06-01,1832,6,44.5,44.5,8.4,22,1
1832-07-01,1832,7,23.3,23.3,6.2,25,1
1832-08-01,1832,8,14.8,14.8,5.1,31,1
1832-09-01,1832,9,13.7,13.7,4.9,29,1
1832-10-01,1832,10,35.2,35.2,7.5,25,1
1832-11-01,1832,11,23.8,23.8,6.2,18,1
1832-12-01,1832,12,45.8,45.8,8.6,17,1
1833-01-01,1833,1,18.7,18.7,5.7,22,1
1833-02-01,1833,2,24.9,24.9,6.5,21,1
1833-03-01,1833,3,19.6,19.6,5.8,19,1
1833-04-01,1833,4,4.6,4.6,3.3,27,1
1833-05-01,1833,5,21.5,21.5,6.0,28,1
1833-06-01,1833,6,1.7,1.7,2.5,30,1
1833-07-01,1833,7,11.6,11.6,4.6,27,1
1833-08-01,1833,8,9.5,9.5,4.2,30,1
1833-09-01,1833,9,19.3,19.3,5.8,16,1
1833-10-01,1833,10,12.5,12.5,4.7,29,1
1833-11-01,1833,11,9.8,9.8,4.2,24,1
1833-12-01,1833,12,16.6,16.6,5.3,19,1
1834-01-01,1834,1,8.2,8.2,4.0,11,1
1834-02-01,1834,2,30.1,30.1,7.0,20,1
1834-03-01,1834,3,6.5,6.5,3.7,24,1
1834-04-01,1834,4,2.4,2.4,2.7,25,1
1834-05-01,1834,5,14.8,14.8,5.0,30,1
1834-06-01,1834,6,13.1,13.1,4.8,28,1
1834-07-01,1834,7,14.4,14.4,5.0,22,1
1834-08-01,1834,8,6.6,6.6,3.7,29,1
1834-09-01,1834,9,19.2,19.2,5.6,21,1
1834-10-01,1834,10,41.3,41.3,8.2,20,1
1834-11-01,1834,11,50.9,50.9,9.1,15,1
1834-12-01,1834,12,57.5,57.5,9.6,15,1
1835-01-01,1835,1,12.4,12.4,4.7,22,1
1835-02-01,1835,2,40.7,40.7,8.1,15,1
1835-03-01,1835,3,32.7,32.7,7.3,18,1
1835-04-01,1835,4,102.4,102.4,12.8,14,1
1835-05-01,1835,5,72.6,72.6,10.8,22,1
1835-06-01,1835,6,55.2,55.2,9.4,17,1
1835-07-01,1835,7,99.6,99.6,12.7,13,1
1835-08-01,1835,8,98.5,98.5,12.6,2,1
1835-09-01,1835,9,168.0,168.0,16.4,11,1
1835-10-01,1835,10,158.6,158.6,16.0,16,1
1835-11-01,1835,11,166.7,166.7,16.4,15,1
1835-12-01,1835,12,129.3,129.3,14.4,8,1
1836-01-01,1836,1,147.6,147.6,15.4,17,1
1836-02-01,1836,2,179.4,179.4,17.0,14,1
1836-03-01,1836,3,163.7,163.7,16.2,12,1
1836-04-01,1836,4,238.0,238.0,19.6,16,1
1836-05-01,1836,5,185.7,185.7,17.3,23,1
1836-06-01,1836,6,207.9,207.9,18.3,15,1
1836-07-01,1836,7,194.6,194.6,17.7,15,1
1836-08-01,1836,8,179.6,179.6,17.0,16,1
1836-09-01,1836,9,158.5,158.5,16.0,12,1
1836-10-01,1836,10,228.9,228.9,19.2,11,1
1836-11-01,1836,11,201.5,201.5,18.0,11,1
1836-12-01,1836,12,343.8,343.8,23.5,4,1
1837-01-01,1837,1,313.4,313.4,22.4,10,1
1837-02-01,1837,2,292.6,292.6,21.7,13,1
1837-03-01,1837,3,224.3,224.3,19.0,12,1
1837-04-01,1837,4,230.3,230.3,19.2,10,1
1837-05-01,1837,5,186.1,186.1,17.3,15,1
1837-06-01,1837,6,263.4,263.4,20.6,18,1
1837-07-01,1837,7,271.2,271.2,20.9,9,1
1837-08-01,1837,8,223.5,223.5,18.9,11,1
1837-09-01,1837,9,160.4,160.4,16.1,19,1
1837-10-01,1837,10,206.2,206.2,18.2,18,1
1837-11-01,1837,11,178.4,178.4,16.9,7,1
1837-12-01,1837,12,216.1,216.1,18.6,8,1
1838-01-01,1838,1,241.5,241.5,19.7,11,1
1838-02-01,1838,2,141.3,141.3,15.1,18,1
1838-03-01,1838,3,234.5,234.5,19.4,12,1
1838-04-01,1838,4,211.1,211.1,18.4,16,1
1838-05-01,1838,5,229.4,229.4,19.2,20,1
1838-06-01,1838,6,157.6,157.6,15.9,19,1
1838-07-01,1838,7,180.4,180.4,17.0,21,1
1838-08-01,1838,8,131.3,131.3,14.5,15,1
1838-09-01,1838,9,122.7,122.7,14.0,23,1
1838-10-01,1838,10,151.5,151.5,15.6,16,1
1838-11-01,1838,11,129.2,129.2,14.4,16,1
1838-12-01,1838,12,132.9,132.9,14.6,14,1
1839-01-01,1839,1,175.9,175.9,16.8,15,1
1839-02-01,1839,2,170.8,170.8,16.6,12,1
1839-03-01,1839,3,129.5,129.5,14.4,15,1
1839-04-01,1839,4,102.9,102.9,12.9,14,1
1839-05-01,1839,5,89.6,89.6,12.0,22,1
1839-06-01,1839,6,91.2,91.2,12.1,20,1
1839-07-01,1839,7,141.3,141.3,15.1,25,1
1839-08-01,1839,8,218.8,218.8,18.7,17,1
1839-09-01,1839,9,221.1,221.1,18.8,18,1
1839-10-01,1839,10,151.5,151.5,15.6,16,1
1839-11-01,1839,11,114.7,114.7,13.6,11,1
1839-12-01,1839,12,106.2,106.2,13.1,9,1
1840-01-01,1840,1,135.4,135.4,14.7,18,1
1840-02-01,1840,2,146.1,146.1,15.3,14,1
1840-03-01,1840,3,112.9,112.9,13.5,18,1
1840-04-01,1840,4,109.8,109.8,13.3,21,1
1840-05-01,1840,5,115.4,115.4,13.6,22,1
1840-06-01,1840,6,80.9,80.9,11.4,27,1
1840-07-01,1840,7,101.0,101.0,12.7,23,1
1840-08-01,1840,8,96.4,96.4,12.4,24,1
1840-09-01,1840,9,123.3,123.3,14.1,20,1
1840-10-01,1840,10,91.7,91.7,12.1,19,1
1840-11-01,1840,11,90.4,90.4,12.0,20,1
1840-12-01,1840,12,89.5,89.5,12.0,22,1
1841-01-01,1841,1,40.1,40.1,8.1,15,1
1841-02-01,1841,2,49.9,49.9,8.9,20,1
1841-03-01,1841,3,49.6,49.6,8.9,22,1
1841-04-01,1841,4,66.9,66.9,10.4,28,1
1841-05-01,1841,5,112.4,112.4,13.5,27,1
1841-06-01,1841,6,92.8,92.8,12.2,24,1
1841-07-01,1841,7,51.4,51.4,9.1,27,1
1841-08-01,1841,8,65.4,65.4,10.3,28,1
1841-09-01,1841,9,60.9,60.9,9.9,28,1
1841-10-01,1841,10,47.4,47.4,8.7,19,1
1841-11-01,1841,11,32.9,32.9,7.3,20,1
1841-12-01,1841,12,64.8,64.8,10.2,19,1
1842-01-01,1842,1,34.0,34.0,7.5,20,1
1842-02-01,1842,2,36.8,36.8,7.8,22,1
1842-03-01,1842,3,36.2,36.2,7.7,25,1
1842-04-01,1842,4,44.9,44.9,8.5,30,1
1842-05-01,1842,5,41.4,41.4,8.2,31,1
1842-06-01,1842,6,34.2,34.2,7.4,30,1
1842-07-01,1842,7,21.0,21.0,6.0,31,1
1842-08-01,1842,8,44.4,44.4,8.5,31,1
1842-09-01,1842,9,30.6,30.6,7.1,28,1
1842-10-01,1842,10,63.5,63.5,10.1,23,1
1842-11-01,1842,11,67.5,67.5,10.4,25,1
1842-12-01,1842,12,29.3,29.3,6.9,15,1
1843-01-01,1843,1,22.2,22.2,6.1,22,1
1843-02-01,1843,2,5.9,5.9,3.5,14,1
1843-03-01,1843,3,13.9,13.9,5.0,29,1
1843-04-01,1843,4,15.8,15.8,5.2,29,1
1843-05-01,1843,5,35.1,35.1,7.6,30,1
1843-06-01,1843,6,17.6,17.6,5.4,30,1
1843-07-01,1843,7,15.9,15.9,5.2,31,1
1843-08-01,1843,8,19.6,19.6,5.8,31,1
1843-09-01,1843,9,6.9,6.9,3.7,30,1
1843-10-01,1843,10,8.9,8.9,4.1,31,1
1843-11-01,1843,11,31.7,31.7,7.2,27,1
1843-12-01,1843,12,21.2,21.2,6.0,16,1
1844-01-01,1844,1,15.7,15.7,5.2,24,1
1844-02-01,1844,2,24.5,24.5,6.4,22,1
1844-03-01,1844,3,22.5,22.5,6.1,21,1
1844-04-01,1844,4,34.6,34.6,7.5,28,1
1844-05-01,1844,5,19.2,19.2,5.7,25,1
1844-06-01,1844,6,6.2,6.2,3.6,29,1
1844-07-01,1844,7,35.2,35.2,7.6,29,1
1844-08-01,1844,8,39.7,39.7,8.1,28,1
1844-09-01,1844,9,11.6,11.6,4.7,27,1
1844-10-01,1844,10,35.9,35.9,7.7,25,1
1844-11-01,1844,11,17.9,17.9,5.6,16,1
1844-12-01,1844,12,36.0,36.0,7.6,20,1
1845-01-01,1845,1,42.8,42.8,8.3,17,1
1845-02-01,1845,2,72.8,72.8,10.8,17,1
1845-03-01,1845,3,72.1,72.1,10.8,22,1
1845-04-01,1845,4,95.0,95.0,12.3,25,1
1845-05-01,1845,5,79.7,79.7,11.3,27,1
1845-06-01,1845,6,51.8,51.8,9.2,25,1
1845-07-01,1845,7,51.0,51.0,9.1,24,1
1845-08-01,1845,8,53.9,53.9,9.3,27,1
1845-09-01,1845,9,49.3,49.3,9.0,26,1
1845-10-01,1845,10,67.8,67.8,10.4,19,1
1845-11-01,1845,11,65.7,65.7,10.3,23,1
1845-12-01,1845,12,99.5,99.5,12.6,13,1
1846-01-01,1846,1,64.6,64.6,10.2,19,1
1846-02-01,1846,2,84.9,84.9,11.7,21,1
1846-03-01,1846,3,106.5,106.5,13.1,22,1
1846-04-01,1846,4,115.5,115.5,13.6,19,1
1846-05-01,1846,5,99.9,99.9,12.7,21,1
1846-06-01,1846,6,108.4,108.4,13.2,28,1
1846-07-01,1846,7,77.5,77.5,11.1,26,1
1846-08-01,1846,8,91.3,91.3,12.1,26,1
1846-09-01,1846,9,178.6,178.6,16.9,23,1
1846-10-01,1846,10,93.4,93.4,12.2,16,1
1846-11-01,1846,11,100.6,100.6,12.7,16,1
1846-12-01,1846,12,109.1,109.1,13.2,10,1
1847-01-01,1847,1,104.4,104.4,12.9,11,1
1847-02-01,1847,2,74.9,74.9,10.9,10,1
1847-03-01,1847,3,143.0,143.0,15.1,19,1
1847-04-01,1847,4,74.6,74.6,10.9,20,1
1847-05-01,1847,5,125.7,125.7,14.2,26,1
1847-06-01,1847,6,142.2,142.2,15.1,25,1
1847-07-01,1847,7,87.1,87.1,11.8,25,1
1847-08-01,1847,8,234.3,234.3,19.4,28,1
1847-09-01,1847,9,268.2,268.2,20.7,15,1
1847-10-01,1847,10,300.6,300.6,22.0,19,1
1847-11-01,1847,11,231.5,231.5,19.3,20,1
1847-12-01,1847,12,182.6,182.6,17.1,14,1
1848-01-01,1848,1,265.2,265.2,20.6,14,1
1848-02-01,1848,2,186.4,186.4,17.3,13,1
1848-03-01,1848,3,181.2,181.2,17.1,17,1
1848-04-01,1848,4,178.6,178.6,16.9,18,1
1848-05-01,1848,5,170.5,170.5,16.5,27,1
1848-06-01,1848,6,214.9,214.9,18.6,24,1
1848-07-01,1848,7,232.0,232.0,19.3,27,1
1848-08-01,1848,8,220.9,220.9,18.8,21,1
1848-09-01,1848,9,167.3,167.3,16.4,20,1
1848-10-01,1848,10,220.6,220.6,18.8,13,1
1848-11-01,1848,11,191.0,191.0,17.5,16,1
1848-12-01,1848,12,265.8,265.8,20.7,24,1
1849-01-01,1849,1,298.3,298.3,21.4,31,1
1849-02-01,1849,2,250.3,250.3,19.5,28,1
1849-03-01,1849,3,182.7,182.7,16.6,31,1
1849-04-01,1849,4,194.7,194.7,17.1,30,1
1849-05-01,1849,5,153.2,153.2,15.1,31,1
