Date,Year,Month,SN,SN_clean,StdDev,Observations,Provisional
1849-06-01,1849,6,154.2,154.2,15.2,30,1
1849-07-01,1849,7,148.2,148.2,14.9,31,1
1849-08-01,1849,8,128.6,128.6,13.8,31,1
1849-09-01,1849,9,178.0,178.0,16.3,30,1
1849-10-01,1849,10,135.7,135.7,14.2,31,1
1849-11-01,1849,11,188.2,188.2,16.8,30,1
1849-12-01,1849,12,184.3,184.3,16.6,31,1
1850-01-01,1850,1,148.2,148.2,14.9,31,1
1850-02-01,1850,2,169.8,169.8,15.9,28,1
1850-03-01,1850,3,156.8,156.8,15.3,31,1
1850-04-01,1850,4,83.8,83.8,11.1,30,1
1850-05-01,1850,5,117.0,117.0,13.1,31,1
1850-06-01,1850,6,133.0,133.0,14.1,30,1
1850-07-01,1850,7,74.3,74.3,10.5,31,1
1850-08-01,1850,8,117.0,117.0,13.1,31,1
1850-09-01,1850,9,163.7,163.7,15.6,30,1
1850-10-01,1850,10,134.9,134.9,14.1,31,1
1850-11-01,1850,11,104.1,104.1,12.4,30,1
1850-12-01,1850,12,115.9,115.9,13.1,31,1
1851-01-01,1851,1,143.5,143.5,14.7,31,1
1851-02-01,1851,2,200.1,200.1,17.3,28,1
1851-03-01,1851,3,122.8,122.8,13.5,31,1
1851-04-01,1851,4,107.3,107.3,12.6,30,1
1851-05-01,1851,5,118.9,118.9,13.3,31,1
1851-06-01,1851,6,120.0,120.0,13.3,30,1
1851-07-01,1851,7,68.6,68.6,10.0,31,1
1851-08-01,1851,8,109.0,109.0,12.7,31,1
1851-09-01,1851,9,128.9,128.9,13.8,30,1
1851-10-01,1851,10,118.7,118.7,13.3,31,1
1851-11-01,1851,11,96.8,96.8,11.9,30,1
1851-12-01,1851,12,135.5,135.5,14.2,31,1
1852-01-01,1852,1,129.9,129.9,13.9,31,1
1852-02-01,1852,2,126.2,126.2,13.7,29,1
1852-03-01,1852,3,116.2,116.2,13.1,31,1
1852-04-01,1852,4,124.3,124.3,13.6,30,1
1852-05-01,1852,5,104.3,104.3,12.4,31,1
1852-06-01,1852,6,89.0,89.0,11.4,30,1
1852-07-01,1852,7,80.0,80.0,10.8,31,1
1852-08-01,1852,8,75.3,75.3,10.5,31,1
1852-09-01,1852,9,71.2,71.2,10.2,30,1
1852-10-01,1852,10,127.9,127.9,13.8,31,1
1852-11-01,1852,11,103.1,103.1,12.3,30,1
1852-12-01,1852,12,86.1,86.1,11.3,31,1
1853-01-01,1853,1,77.9,77.9,10.7,31,1
1853-02-01,1853,2,81.5,81.5,10.9,28,1
1853-03-01,1853,3,71.6,71.6,10.2,31,1
1853-04-01,1853,4,90.4,90.4,11.5,30,1
1853-05-01,1853,5,65.9,65.9,9.8,31,1
1853-06-01,1853,6,76.0,76.0,10.6,30,1
1853-07-01,1853,7,87.2,87.2,11.3,31,1
1853-08-01,1853,8,95.8,95.8,11.9,31,1
1853-09-01,1853,9,63.7,63.7,9.7,30,1
1853-10-01,1853,10,80.5,80.5,10.9,31,1
1853-11-01,1853,11,54.7,54.7,8.9,30,1
1853-12-01,1853,12,44.5,44.5,8.0,31,1
1854-01-01,1854,1,29.3,29.3,6.5,31,1
1854-02-01,1854,2,38.0,38.0,7.4,28,1
1854-03-01,1854,3,39.4,39.4,7.6,31,1
1854-04-01,1854,4,50.3,50.3,8.6,30,1
1854-05-01,1854,5,45.6,45.6,8.2,31,1
1854-06-01,1854,6,40.1,40.1,7.6,30,1
1854-07-01,1854,7,35.5,35.5,7.2,31,1
1854-08-01,1854,8,30.1,30.1,6.6,31,1
1854-09-01,1854,9,42.6,42.6,7.9,30,1
1854-10-01,1854,10,24.1,24.1,5.9,31,1
1854-11-01,1854,11,53.5,53.5,8.8,30,1
1854-12-01,1854,12,41.1,41.1,7.7,31,1
1855-01-01,1855,1,23.4,23.4,5.8,31,1
1855-02-01,1855,2,21.6,21.6,5.6,28,1
1855-03-01,1855,3,33.0,33.0,6.9,31,1
1855-04-01,1855,4,8.4,8.4,3.5,30,1
1855-05-01,1855,5,17.3,17.3,5.0,31,1
1855-06-01,1855,6,10.0,10.0,3.8,30,1
1855-07-01,1855,7,0.7,0.7,1.0,31,1
1855-08-01,1855,8,5.9,5.9,2.9,31,1
1855-09-01,1855,9,0.0,0.0,0.0,30,1
1855-10-01,1855,10,18.3,18.3,5.1,31,1
1855-11-01,1855,11,7.9,7.9,3.4,30,1
1855-12-01,1855,12,5.8,5.8,2.9,31,1
1856-01-01,1856,1,1.0,1.0,1.2,31,1
1856-02-01,1856,2,9.3,9.3,3.7,29,1
1856-03-01,1856,3,0.7,0.7,1.0,31,1
1856-04-01,1856,4,12.4,12.4,4.2,30,1
1856-05-01,1856,5,0.0,0.0,0.0,31,1
1856-06-01,1856,6,9.8,9.8,3.8,30,1
1856-07-01,1856,7,8.8,8.8,3.6,31,1
1856-08-01,1856,8,11.3,11.3,4.0,31,1
1856-09-01,1856,9,8.4,8.4,3.5,30,1
1856-10-01,1856,10,8.5,8.5,3.5,31,1
1856-11-01,1856,11,14.7,14.7,4.6,30,1
1856-12-01,1856,12,13.7,13.7,4.4,31,1
1857-01-01,1857,1,26.0,26.0,6.1,31,1
1857-02-01,1857,2,14.2,14.2,4.5,28,1
1857-03-01,1857,3,10.0,10.0,3.8,31,1
1857-04-01,1857,4,21.1,21.1,5.5,30,1
1857-05-01,1857,5,54.2,54.2,8.9,31,1
1857-06-01,1857,6,30.5,30.5,6.6,30,1
1857-07-01,1857,7,42.2,42.2,7.8,31,1
1857-08-01,1857,8,32.0,32.0,6.8,31,1
1857-09-01,1857,9,80.6,80.6,10.9,30,1
1857-10-01,1857,10,77.1,77.1,10.6,31,1
1857-11-01,1857,11,59.6,59.6,9.3,30,1
1857-12-01,1857,12,70.7,70.7,10.2,31,1
1858-01-01,1858,1,74.2,74.2,10.4,31,1
1858-02-01,1858,2,66.3,66.3,9.9,28,1
1858-03-01,1858,3,109.2,109.2,12.7,31,1
1858-04-01,1858,4,72.8,72.8,10.3,30,1
1858-05-01,1858,5,78.6,78.6,10.7,31,1
1858-06-01,1858,6,84.5,84.5,11.1,30,1
1858-07-01,1858,7,107.7,107.7,12.6,31,1
1858-08-01,1858,8,104.9,104.9,12.5,31,1
1858-09-01,1858,9,152.2,152.2,15.1,30,1
1858-10-01,1858,10,173.2,173.2,16.1,31,1
1858-11-01,1858,11,98.6,98.6,12.1,30,1
1858-12-01,1858,12,127.0,127.0,13.7,31,1
1859-01-01,1859,1,159.0,159.0,15.4,31,1
1859-02-01,1859,2,166.4,166.4,15.8,28,1
1859-03-01,1859,3,171.5,171.5,16.0,31,1
1859-04-01,1859,4,162.9,162.9,15.6,30,1
1859-05-01,1859,5,172.8,172.8,16.1,31,1
1859-06-01,1859,6,165.2,165.2,15.7,30,1
1859-07-01,1859,7,180.7,180.7,16.5,31,1
1859-08-01,1859,8,203.0,203.0,17.5,31,1
1859-09-01,1859,9,200.9,200.9,17.4,30,1
1859-10-01,1859,10,217.8,217.8,18.1,31,1
1859-11-01,1859,11,184.6,184.6,16.6,30,1
1859-12-01,1859,12,153.9,153.9,15.1,31,1
1860-01-01,1860,1,156.6,156.6,15.3,31,1
1860-02-01,1860,2,167.9,167.9,15.9,29,1
1860-03-01,1860,3,188.0,188.0,16.8,31,1
1860-04-01,1860,4,135.7,135.7,14.2,30,1
1860-05-01,1860,5,203.5,203.5,17.5,31,1
1860-06-01,1860,6,206.3,206.3,17.7,30,1
1860-07-01,1860,7,221.9,221.9,18.3,31,1
1860-08-01,1860,8,190.5,190.5,16.9,31,1
1860-09-01,1860,9,175.2,175.2,16.2,30,1
1860-10-01,1860,10,171.1,171.1,16.0,31,1
1860-11-01,1860,11,186.0,186.0,16.7,30,1
1860-12-01,1860,12,181.7,181.7,16.5,31,1
1861-01-01,1861,1,118.5,118.5,13.2,31,1
1861-02-01,1861,2,147.5,147.5,14.8,28,1
1861-03-01,1861,3,192.0,192.0,17.0,31,1
1861-04-01,1861,4,187.1,187.1,16.8,30,1
1861-05-01,1861,5,107.8,107.8,12.6,31,1
1861-06-01,1861,6,167.5,167.5,15.8,30,1
1861-07-01,1861,7,148.2,148.2,14.8,31,1
1861-08-01,1861,8,156.7,156.7,15.3,31,1
1861-09-01,1861,9,151.9,151.9,15.0,30,1
1861-10-01,1861,10,127.7,127.7,13.8,31,1
1861-11-01,1861,11,102.0,102.0,12.3,30,1
1861-12-01,1861,12,152.8,152.8,15.1,31,1
1862-01-01,1862,1,119.9,119.9,13.3,31,1
1862-02-01,1862,2,122.4,122.4,13.5,28,1
1862-03-01,1862,3,82.7,82.7,11.0,31,1
1862-04-01,1862,4,102.1,102.1,12.2,30,1
1862-05-01,1862,5,122.4,122.4,13.4,31,1
1862-06-01,1862,6,159.7,159.7,15.4,30,1
1862-07-01,1862,7,139.5,139.5,14.4,31,1
1862-08-01,1862,8,118.7,118.7,13.2,31,1
1862-09-01,1862,9,126.4,126.4,13.7,30,1
1862-10-01,1862,10,79.8,79.8,10.8,31,1
1862-11-01,1862,11,96.0,96.0,11.9,30,1
1862-12-01,1862,12,77.6,77.6,10.7,31,1
1863-01-01,1863,1,91.8,91.8,11.6,31,1
1863-02-01,1863,2,107.7,107.7,12.6,28,1
1863-03-01,1863,3,126.0,126.0,13.6,31,1
1863-04-01,1863,4,77.1,77.1,10.6,30,1
1863-05-01,1863,5,102.1,102.1,12.2,31,1
1863-06-01,1863,6,77.6,77.6,10.7,30,1
1863-07-01,1863,7,62.0,62.0,9.5,31,1
1863-08-01,1863,8,91.3,91.3,11.6,31,1
1863-09-01,1863,9,41.7,41.7,7.8,30,1
1863-10-01,1863,10,75.7,75.7,10.5,31,1
1863-11-01,1863,11,71.6,71.6,10.2,30,1
1863-12-01,1863,12,78.1,78.1,10.7,31,1
1864-01-01,1864,1,109.7,109.7,12.7,31,1
1864-02-01,1864,2,89.5,89.5,11.5,29,1
1864-03-01,1864,3,125.9,125.9,13.6,31,1
1864-04-01,1864,4,68.1,68.1,10.0,30,1
1864-05-01,1864,5,77.1,77.1,10.6,31,1
1864-06-01,1864,6,109.9,109.9,12.8,30,1
1864-07-01,1864,7,103.8,103.8,12.4,31,1
1864-08-01,1864,8,104.1,104.1,12.5,31,1
1864-09-01,1864,9,54.2,54.2,8.9,30,1
1864-10-01,1864,10,64.4,64.4,9.7,31,1
1864-11-01,1864,11,109.3,109.3,12.7,30,1
1864-12-01,1864,12,54.3,54.3,8.9,31,1
1865-01-01,1865,1,92.5,92.5,11.7,31,1
1865-02-01,1865,2,74.6,74.6,10.5,28,1
1865-03-01,1865,3,75.0,75.0,10.5,31,1
1865-04-01,1865,4,55.9,55.9,9.0,30,1
1865-05-01,1865,5,65.6,65.6,9.8,31,1
1865-06-01,1865,6,63.8,63.8,9.7,30,1
1865-07-01,1865,7,50.8,50.8,8.6,31,1
1865-08-01,1865,8,71.8,71.8,10.3,31,1
1865-09-01,1865,9,41.0,41.0,7.7,30,1
1865-10-01,1865,10,32.5,32.5,6.9,31,1
1865-11-01,1865,11,46.7,46.7,8.2,30,1
1865-12-01,1865,12,24.3,24.3,5.9,31,1
1866-01-01,1866,1,60.0,60.0,9.4,31,1
1866-02-01,1866,2,72.9,72.9,10.4,28,1
1866-03-01,1866,3,46.6,46.6,8.2,31,1
1866-04-01,1866,4,33.5,33.5,7.0,30,1
1866-05-01,1866,5,24.6,24.6,6.0,31,1
1866-06-01,1866,6,31.4,31.4,6.7,30,1
1866-07-01,1866,7,17.6,17.6,5.0,31,1
1866-08-01,1866,8,24.2,24.2,5.9,31,1
1866-09-01,1866,9,13.9,13.9,4.5,30,1
1866-10-01,1866,10,26.8,26.8,6.2,31,1
1866-11-01,1866,11,17.2,17.2,5.0,30,1
1866-12-01,1866,12,2.9,2.9,2.0,31,1
1867-01-01,1867,1,0.0,0.0,0.0,31,1
1867-02-01,1867,2,1.4,1.4,1.4,28,1
1867-03-01,1867,3,17.4,17.4,5.0,31,1
1867-04-01,1867,4,9.7,9.7,3.7,30,1
1867-05-01,1867,5,5.5,5.5,2.8,31,1
1867-06-01,1867,6,2.8,2.8,2.0,30,1
1867-07-01,1867,7,9.5,9.5,3.7,31,1
1867-08-01,1867,8,9.1,9.1,3.6,31,1
1867-09-01,1867,9,18.7,18.7,5.2,30,1
1867-10-01,1867,10,25.5,25.5,6.1,31,1
1867-11-01,1867,11,18.1,18.1,5.1,30,1
1867-12-01,1867,12,47.9,47.9,8.4,31,1
1868-01-01,1868,1,25.9,25.9,5.9,31,1
1868-02-01,1868,2,26.3,26.3,5.8,29,1
1868-03-01,1868,3,44.0,44.0,7.5,31,1
1868-04-01,1868,4,61.1,61.1,8.8,30,1
1868-05-01,1868,5,44.5,44.5,7.5,31,1
1868-06-01,1868,6,51.8,51.8,8.1,30,1
1868-07-01,1868,7,48.3,48.3,7.9,31,1
1868-08-01,1868,8,57.3,57.3,8.5,31,1
1868-09-01,1868,9,78.7,78.7,10.0,30,1
1868-10-01,1868,10,102.8,102.8,11.4,31,1
1868-11-01,1868,11,98.7,98.7,11.2,30,1
1868-12-01,1868,12,112.8,112.8,11.9,31,1
1869-01-01,1869,1,101.6,101.6,11.3,31,1
1869-02-01,1869,2,99.9,99.9,11.2,28,1
1869-03-01,1869,3,88.0,88.0,10.5,31,1
1869-04-01,1869,4,68.4,68.4,9.3,30,1
1869-05-01,1869,5,173.4,173.4,14.8,31,1
1869-06-01,1869,6,180.7,180.7,15.1,30,1
1869-07-01,1869,7,98.8,98.8,11.2,31,1
1869-08-01,1869,8,132.7,132.7,12.9,31,1
1869-09-01,1869,9,134.5,134.5,13.0,30,1
1869-10-01,1869,10,99.0,99.0,11.2,31,1
1869-11-01,1869,11,130.2,130.2,12.8,30,1
1869-12-01,1869,12,174.1,174.1,14.8,31,1
1870-01-01,1870,1,129.0,129.0,12.7,31,1
1870-02-01,1870,2,191.7,191.7,15.5,28,1
1870-03-01,1870,3,262.7,262.7,18.2,31,1
1870-04-01,1870,4,266.9,266.9,18.3,30,1
1870-05-01,1870,5,293.6,293.6,19.2,31,1
1870-06-01,1870,6,226.3,226.3,16.9,30,1
1870-07-01,1870,7,220.9,220.9,16.7,31,1
1870-08-01,1870,8,256.5,256.5,18.0,31,1
1870-09-01,1870,9,226.8,226.8,16.9,30,1
1870-10-01,1870,10,244.3,244.3,17.5,31,1
1870-11-01,1870,11,246.0,246.0,17.6,30,1
1870-12-01,1870,12,216.7,216.7,16.5,31,1
1871-01-01,1871,1,147.2,147.2,13.6,31,1
1871-02-01,1871,2,209.0,209.0,16.2,28,1
1871-03-01,1871,3,238.7,238.7,17.4,31,1
1871-04-01,1871,4,270.9,270.9,18.5,30,1
1871-05-01,1871,5,242.6,242.6,17.5,31,1
1871-06-01,1871,6,152.9,152.9,13.9,30,1
1871-07-01,1871,7,171.8,171.8,14.7,31,1
1871-08-01,1871,8,183.7,183.7,15.2,31,1
1871-09-01,1871,9,133.9,133.9,13.0,30,1
1871-10-01,1871,10,148.5,148.5,13.7,31,1
1871-11-01,1871,11,175.7,175.7,14.9,30,1
1871-12-01,1871,12,150.8,150.8,13.8,31,1
1872-01-01,1872,1,132.7,132.7,12.9,31,1
1872-02-01,1872,2,200.3,200.3,15.9,29,1
1872-03-01,1872,3,147.5,147.5,13.6,31,1
1872-04-01,1872,4,170.4,170.4,14.7,30,1
1872-05-01,1872,5,179.5,179.5,15.0,31,1
1872-06-01,1872,6,183.3,183.3,15.2,30,1
1872-07-01,1872,7,176.0,176.0,14.9,31,1
1872-08-01,1872,8,155.0,155.0,14.0,31,1
1872-09-01,1872,9,191.1,191.1,15.5,30,1
1872-10-01,1872,10,171.2,171.2,14.7,31,1
1872-11-01,1872,11,186.8,186.8,15.3,30,1
1872-12-01,1872,12,139.9,139.9,13.3,31,1
1873-01-01,1873,1,144.6,144.6,13.5,31,1
1873-02-01,1873,2,178.4,178.4,15.0,28,1
1873-03-01,1873,3,164.0,164.0,14.4,31,1
1873-04-01,1873,4,127.1,127.1,12.7,30,1
1873-05-01,1873,5,80.0,80.0,10.1,31,1
1873-06-01,1873,6,74.8,74.8,9.8,30,1
1873-07-01,1873,7,111.7,111.7,11.9,31,1
1873-08-01,1873,8,113.8,113.8,12.0,31,1
1873-09-01,1873,9,78.7,78.7,10.0,30,1
1873-10-01,1873,10,78.6,78.6,10.0,31,1
1873-11-01,1873,11,92.5,92.5,10.8,30,1
1873-12-01,1873,12,82.0,82.0,10.2,31,1
1874-01-01,1874,1,101.4,101.4,11.3,31,1
1874-02-01,1874,2,107.1,107.1,11.6,28,1
1874-03-01,1874,3,77.5,77.5,9.9,31,1
1874-04-01,1874,4,53.5,53.5,8.2,30,1
1874-05-01,1874,5,74.6,74.6,9.7,31,1
1874-06-01,1874,6,63.8,63.8,9.0,30,1
1874-07-01,1874,7,113.2,113.2,11.9,31,1
1874-08-01,1874,8,102.3,102.3,11.3,31,1
1874-09-01,1874,9,46.8,46.8,7.7,30,1
1874-10-01,1874,10,57.4,57.4,8.5,31,1
1874-11-01,1874,11,48.2,48.2,7.8,30,1
1874-12-01,1874,12,48.8,48.8,7.9,31,1
1875-01-01,1875,1,24.4,24.4,5.7,31,1
1875-02-01,1875,2,35.9,35.9,6.8,28,1
1875-03-01,1875,3,56.4,56.4,8.4,31,1
1875-04-01,1875,4,48.6,48.6,7.8,30,1
1875-05-01,1875,5,19.2,19.2,5.1,31,1
1875-06-01,1875,6,39.9,39.9,7.1,30,1
1875-07-01,1875,7,20.9,20.9,5.3,31,1
1875-08-01,1875,8,24.4,24.4,5.7,31,1
1875-09-01,1875,9,4.0,4.0,2.9,30,1
1875-10-01,1875,10,21.3,21.3,5.3,31,1
1875-11-01,1875,11,29.6,29.6,6.3,30,1
1875-12-01,1875,12,16.5,16.5,4.8,31,1
1876-01-01,1876,1,23.9,23.9,5.7,31,1
1876-02-01,1876,2,25.1,25.1,5.7,29,1
1876-03-01,1876,3,51.1,51.1,8.1,31,1
1876-04-01,1876,4,3.9,3.9,2.9,30,1
1876-05-01,1876,5,8.5,8.5,3.7,31,1
1876-06-01,1876,6,2.7,2.7,2.6,30,1
1876-07-01,1876,7,25.5,25.5,5.8,31,1
1876-08-01,1876,8,14.8,14.8,4.5,31,1
1876-09-01,1876,9,16.6,16.6,4.8,30,1
1876-10-01,1876,10,23.9,23.9,5.6,31,1
1876-11-01,1876,11,16.6,16.6,4.8,30,1
1876-12-01,1876,12,13.6,13.6,4.4,31,1
1877-01-01,1877,1,40.6,40.6,7.2,31,1
1877-02-01,1877,2,14.5,14.5,4.4,28,1
1877-03-01,1877,3,19.9,19.9,5.2,31,1
1877-04-01,1877,4,26.3,26.3,5.9,30,1
1877-05-01,1877,5,36.1,36.1,6.8,31,1
1877-06-01,1877,6,23.6,23.6,5.5,30,1
1877-07-01,1877,7,10.0,10.0,3.8,31,1
1877-08-01,1877,8,10.5,10.5,3.9,31,1
1877-09-01,1877,9,28.1,28.1,6.0,30,1
1877-10-01,1877,10,11.2,11.2,4.1,31,1
1877-11-01,1877,11,23.6,23.6,5.6,30,1
1877-12-01,1877,12,3.5,3.5,2.7,31,1
1878-01-01,1878,1,5.5,5.5,3.1,31,1
1878-02-01,1878,2,11.0,11.0,4.1,28,1
1878-03-01,1878,3,13.1,13.1,4.3,31,1
1878-04-01,1878,4,0.2,0.2,2.0,30,1
1878-05-01,1878,5,9.9,9.9,3.9,31,1
1878-06-01,1878,6,10.7,10.7,4.0,30,1
1878-07-01,1878,7,0.2,0.2,2.0,31,1
1878-08-01,1878,8,0.0,0.0,2.0,31,1
1878-09-01,1878,9,8.8,8.8,3.7,30,1
1878-10-01,1878,10,1.9,1.9,2.4,31,1
1878-11-01,1878,11,6.8,6.8,3.3,30,1
1878-12-01,1878,12,0.9,0.9,2.2,31,1
1879-01-01,1879,1,1.6,1.6,2.3,31,1
1879-02-01,1879,2,0.9,0.9,2.2,28,1
1879-03-01,1879,3,0.0,0.0,2.0,31,1
1879-04-01,1879,4,10.4,10.4,3.9,30,1
1879-05-01,1879,5,4.0,4.0,2.8,31,1
1879-06-01,1879,6,8.0,8.0,3.6,30,1
1879-07-01,1879,7,12.6,12.6,4.2,31,1
1879-08-01,1879,8,17.9,17.9,5.0,31,1
1879-09-01,1879,9,10.1,10.1,3.8,30,1
1879-10-01,1879,10,20.4,20.4,5.2,31,1
1879-11-01,1879,11,21.9,21.9,5.4,30,1
1879-12-01,1879,12,12.2,12.2,4.1,31,1
1880-01-01,1880,1,40.1,40.1,7.2,31,1
1880-02-01,1880,2,45.4,45.4,7.6,29,1
1880-03-01,1880,3,32.1,32.1,6.4,31,1
1880-04-01,1880,4,32.4,32.4,6.4,30,1
1880-05-01,1880,5,39.1,39.1,7.1,31,1
1880-06-01,1880,6,56.9,56.9,8.5,30,1
1880-07-01,1880,7,36.5,36.5,6.8,31,1
1880-08-01,1880,8,80.3,80.3,10.1,31,1
1880-09-01,1880,9,110.1,110.1,11.8,30,1
1880-10-01,1880,10,71.7,71.7,9.5,31,1
1880-11-01,1880,11,51.1,51.1,8.1,30,1
1880-12-01,1880,12,49.4,49.4,7.9,31,1
1881-01-01,1881,1,60.6,60.6,8.7,31,1
1881-02-01,1881,2,88.6,88.6,10.6,28,1
1881-03-01,1881,3,85.8,85.8,10.4,31,1
1881-04-01,1881,4,86.1,86.1,10.4,30,1
1881-05-01,1881,5,72.5,72.5,9.6,31,1
1881-06-01,1881,6,100.8,100.8,11.3,30,1
1881-07-01,1881,7,128.2,128.2,12.7,31,1
1881-08-01,1881,8,97.3,97.3,11.1,31,1
1881-09-01,1881,9,88.6,88.6,10.6,30,1
1881-10-01,1881,10,107.3,107.3,11.6,31,1
1881-11-01,1881,11,91.5,91.5,10.7,30,1
1881-12-01,1881,12,78.8,78.8,10.0,31,1
1882-01-01,1882,1,75.0,75.0,9.7,31,1
1882-02-01,1882,2,115.9,115.9,12.1,28,1
1882-03-01,1882,3,111.5,111.5,11.8,31,1
1882-04-01,1882,4,159.6,159.6,14.2,30,1
1882-05-01,1882,5,106.9,106.9,11.6,31,1
1882-06-01,1882,6,75.4,75.4,9.8,30,1
1882-07-01,1882,7,75.7,75.7,9.8,31,1
1882-08-01,1882,8,67.5,67.5,9.2,31,1
1882-09-01,1882,9,96.1,96.1,11.0,30,1
1882-10-01,1882,10,98.6,98.6,11.2,31,1
1882-11-01,1882,11,140.6,140.6,13.3,30,1
1882-12-01,1882,12,69.7,69.7,9.4,31,1
1883-01-01,1883,1,101.0,101.0,11.3,31,1
1883-02-01,1883,2,78.2,78.2,10.0,28,1
1883-03-01,1883,3,71.3,71.3,9.5,31,1
1883-04-01,1883,4,136.8,136.8,13.1,30,1
1883-05-01,1883,5,52.5,52.5,8.1,31,1
1883-06-01,1883,6,127.2,127.2,12.7,30,1
1883-07-01,1883,7,134.4,134.4,13.0,31,1
1883-08-01,1883,8,76.6,76.6,9.8,31,1
1883-09-01,1883,9,87.8,87.8,10.5,30,1
1883-10-01,1883,10,139.6,139.6,13.3,31,1
1883-11-01,1883,11,140.8,140.8,13.3,30,1
1883-12-01,1883,12,126.5,126.5,12.6,31,1
1884-01-01,1884,1,152.6,152.6,13.9,31,1
1884-02-01,1884,2,144.8,144.8,13.5,29,1
1884-03-01,1884,3,145.8,145.8,13.6,31,1
1884-04-01,1884,4,126.9,126.9,12.7,30,1
1884-05-01,1884,5,110.9,110.9,11.8,31,1
1884-06-01,1884,6,85.3,85.3,10.4,30,1
1884-07-01,1884,7,88.5,88.5,10.6,31,1
1884-08-01,1884,8,93.1,93.1,10.8,31,1
1884-09-01,1884,9,103.1,103.1,11.4,30,1
1884-10-01,1884,10,79.6,79.6,10.0,31,1
1884-11-01,1884,11,60.9,60.9,8.8,30,1
1884-12-01,1884,12,78.6,78.6,10.0,31,1
1885-01-01,1885,1,71.4,71.4,9.5,31,1
1885-02-01,1885,2,119.7,119.7,12.3,28,1
1885-03-01,1885,3,82.9,82.9,10.2,31,1
1885-04-01,1885,4,91.7,91.7,10.8,30,1
1885-05-01,1885,5,121.6,121.6,12.4,31,1
1885-06-01,1885,6,139.5,139.5,13.3,30,1
1885-07-01,1885,7,110.9,110.9,11.8,31,1
1885-08-01,1885,8,83.5,83.5,10.3,31,1
1885-09-01,1885,9,66.0,66.0,9.1,30,1
1885-10-01,1885,10,64.5,64.5,9.1,31,1
1885-11-01,1885,11,51.6,51.6,8.1,30,1
1885-12-01,1885,12,36.3,36.3,6.8,31,1
1886-01-01,1886,1,49.8,49.8,8.0,31,1
1886-02-01,1886,2,43.2,43.2,7.4,28,1
1886-03-01,1886,3,95.5,95.5,11.0,31,1
1886-04-01,1886,4,72.9,72.9,9.6,30,1
1886-05-01,1886,5,51.2,51.2,8.0,31,1
1886-06-01,1886,6,45.3,45.3,7.6,30,1
1886-07-01,1886,7,50.4,50.4,8.0,31,1
1886-08-01,1886,8,28.1,28.1,6.0,31,1
1886-09-01,1886,9,35.7,35.7,6.8,30,1
1886-10-01,1886,10,14.4,14.4,4.3,31,1
1886-11-01,1886,11,0.6,0.6,2.1,30,1
1886-12-01,1886,12,21.7,21.7,5.3,31,1
1887-01-01,1887,1,17.0,17.0,4.8,31,1
1887-02-01,1887,2,22.0,22.0,5.4,28,1
1887-03-01,1887,3,7.1,7.1,3.3,31,1
1887-04-01,1887,4,11.6,11.6,4.0,30,1
1887-05-01,1887,5,33.4,33.4,6.5,31,1
1887-06-01,1887,6,26.1,26.1,5.7,30,1
1887-07-01,1887,7,38.9,38.9,7.0,31,1
1887-08-01,1887,8,35.7,35.7,6.8,31,1
1887-09-01,1887,9,12.4,12.4,4.2,30,1
1887-10-01,1887,10,11.0,11.0,3.9,31,1
1887-11-01,1887,11,11.5,11.5,4.0,30,1
1887-12-01,1887,12,34.5,34.5,6.6,31,1
1888-01-01,1888,1,21.2,21.2,5.3,31,1
1888-02-01,1888,2,11.8,11.8,4.1,29,1
1888-03-01,1888,3,13.1,13.1,4.3,31,1
1888-04-01,1888,4,8.5,8.5,3.5,30,1
1888-05-01,1888,5,11.7,11.7,4.1,31,1
1888-06-01,1888,6,11.8,11.8,4.0,30,1
1888-07-01,1888,7,5.0,5.0,2.9,31,1
1888-08-01,1888,8,4.6,4.6,2.9,31,1
1888-09-01,1888,9,14.6,14.6,4.4,30,1
1888-10-01,1888,10,3.4,3.4,2.7,31,1
1888-11-01,1888,11,17.9,17.9,4.8,30,1
1888-12-01,1888,12,11.1,11.1,3.9,31,1
1889-01-01,1889,1,1.3,1.3,2.3,31,1
1889-02-01,1889,2,14.2,14.2,4.5,28,1
1889-03-01,1889,3,11.1,11.1,4.0,31,1
1889-04-01,1889,4,7.3,7.3,3.4,30,1
1889-05-01,1889,5,4.0,4.0,2.8,31,1
1889-06-01,1889,6,10.8,10.8,4.0,30,1
1889-07-01,1889,7,15.8,15.8,4.6,31,1
1889-08-01,1889,8,34.3,34.3,6.7,31,1
1889-09-01,1889,9,10.9,10.9,3.9,30,1
1889-10-01,1889,10,3.4,3.4,2.6,31,1
1889-11-01,1889,11,0.3,0.3,2.0,30,1
1889-12-01,1889,12,11.2,11.2,4.1,31,1
1890-01-01,1890,1,8.8,8.8,3.6,31,1
1890-02-01,1890,2,1.1,1.1,2.2,28,1
1890-03-01,1890,3,8.5,8.5,3.6,31,1
1890-04-01,1890,4,2.7,2.7,2.5,30,1
1890-05-01,1890,5,7.9,7.9,3.5,31,1
1890-06-01,1890,6,2.2,2.2,2.4,30,1
1890-07-01,1890,7,19.3,19.3,5.1,31,1
1890-08-01,1890,8,14.2,14.2,4.4,31,1
1890-09-01,1890,9,28.6,28.6,6.0,30,1
1890-10-01,1890,10,18.6,18.6,5.0,31,1
1890-11-01,1890,11,15.9,15.9,4.7,30,1
