Cycle_ID,y_true,y_pred,error,abs_error
1,144.1,137.30167071661646,-6.798329283383538,6.798329283383538
2,193.0,197.36865619200557,4.368656192005574,4.368656192005574
3,264.2,284.4776009818952,20.277600981895205,20.277600981895205
4,235.3,245.10380824655283,9.80380824655282,9.80380824655282
5,82.0,114.3775170186583,32.377517018658295,32.377517018658295
6,81.2,88.61982502229075,7.419825022290752,7.419825022290752
7,119.2,80.22806728756149,-38.971932712438516,38.971932712438516
8,244.9,231.43827859904746,-13.461721400952541,13.461721400952541
9,219.9,156.72065492541998,-63.17934507458003,63.17934507458003
10,186.2,161.11946416484852,-25.080535835151466,25.080535835151466
11,234.0,204.3381694188511,-29.661830581148905,29.661830581148905
12,124.4,150.96466266063047,26.56466266063046,26.56466266063046
13,146.5,191.37159011177775,44.87159011177775,44.87159011177775
14,107.1,154.0176265200367,46.91762652003672,46.91762652003672
15,175.7,164.26900449360653,-11.430995506393458,11.430995506393458
16,130.2,154.3754907595937,24.175490759593714,24.175490759593714
17,198.6,165.10040189442796,-33.49959810557203,33.49959810557203
18,218.7,191.4839216080223,-27.216078391977675,27.216078391977675
19,285.0,236.42921927858853,-48.57078072141147,48.57078072141147
20,156.6,178.72392575117345,22.12392575117346,22.12392575117346
21,232.9,213.09142050500475,-19.808579494995257,19.808579494995257
22,212.5,256.59764733050264,44.09764733050264,44.09764733050264
23,180.3,191.4658491486315,11.16584914863148,11.16584914863148
24,116.4,146.93036783882314,30.53036783882314,30.53036783882314
